Год выпуска,КПП,Мощность,Объём,Привод,Пробег,Руль,Тип кузова,Топливо,Цвет,Цена
2003.0,автомат,,3.0,передний,,правый,седан,бензин,белый,5500.0
2002.0,автомат,140.0,2.0,передний,204423.0,правый,кроссовер,бензин,,4300.0
2015.0,автомат,150.0,2.0,передний,42000.0,левый,седан,бензин,коричневый,27805.0
2015.0,типтроник,125.0,1.4,передний,61085.0,левый,хэтчбек,бензин,серебряный,10658.0
2005.0,автомат,152.0,2.4,передний,180000.0,левый,седан,бензин,черный,180000.0
2013.0,автомат,249.0,3.5,передний,92500.0,левый,седан,бензин,серебряный,24444.0
2015.0,типтроник,122.0,1.4,передний,67000.0,левый,хэтчбек,бензин,белый,10898.0
2012.0,автомат,184.0,2.5,передний,87626.0,левый,седан,бензин,черный,21990.0
2015.0,автомат,105.0,1.6,передний,54322.0,левый,хэтчбек,бензин,черный,11538.0
2003.0,автомат,152.0,2.4,передний,,левый,седан,бензин,серебряный,7800.0
2015.0,автомат,110.0,1.6,передний,180000.0,левый,хэтчбек,бензин,белый,10377.0
2015.0,автомат,105.0,1.6,передний,77405.0,левый,хэтчбек,бензин,синий,11299.0
2016.0,автомат,110.0,1.6,передний,21000.0,левый,хэтчбек,бензин,серый,15291.0
2003.0,автомат,,1.3,передний,,правый,хэтчбек,бензин,золотой,4200.0
2002.0,механика,16.0,1.2,передний,,левый,хэтчбек,бензин,бирюзовый,2700.0
2013.0,автомат,184.0,2.5,передний,165721.0,левый,седан,бензин,серый,21244.0
2006.0,автомат,175.0,2.3,постоянный полный,153000.0,правый,универсал,бензин,серебряный,4500.0
2000.0,автомат,,25.0,передний,,правый,седан,бензин,серебряный,4500.0
2013.0,автомат,381.0,5.7,постоянный полный,31520.0,левый,внедорожник / пикап,бензин,черный,54306.0
2003.0,автомат,160.0,2.3,постоянный полный,180000.0,правый,минивэн / бус,бензин,черный,4200.0
2012.0,автомат,277.0,3.5,передний,206100.0,левый,седан,бензин,серебряный,21444.0
2011.0,автомат,132.0,1.8,,111000.0,левый,седан,бензин,серый,8500.0
2012.0,вариатор,249.0,3.5,передний,67384.0,левый,седан,газ-бензин,белый,23777.0
2016.0,автомат,110.0,1.6,передний,33474.0,левый,хэтчбек,бензин,белый,12838.0
2016.0,автомат,110.0,1.6,передний,80600.0,левый,хэтчбек,бензин,серый,12541.0
2001.0,механика,280.0,2.8,задний,250000.0,левый,седан,бензин,серый,5200.0
2005.0,вариатор,140.0,2.0,передний,,правый,универсал,бензин,серебряный,3300.0
2017.0,автомат,110.0,1.6,передний,14500.0,левый,хэтчбек,бензин,серый,13022.0
2000.0,автомат,140.0,2.0,передний,,левый,хэтчбек,бензин,серебряный,3000.0
2017.0,автомат,110.0,1.6,передний,17740.0,левый,хэтчбек,бензин,серебряный,13544.0
2013.0,типтроник,180.0,1.8,постоянный полный,137050.0,левый,универсал,бензин,белый,14586.0
2002.0,автомат,,2.0,задний,210.0,правый,седан,бензин,серебряный,5000.0
2014.0,типтроник,,,полный подключаемый,,левый,внедорожник / пикап,бензин,белый жемчуг,70000.0
2013.0,типтроник,180.0,1.8,передний,116615.0,левый,хэтчбек,бензин,белый,12084.0
2005.0,автомат,,2.0,полный подключаемый,,правый,универсал,газ-бензин,белый,7800.0
2017.0,типтроник,125.0,1.4,передний,1.0,левый,хэтчбек,бензин,бежевый,17669.0
2006.0,автомат,233.0,3.3,постоянный полный,135000.0,левый,кроссовер,бензин,белый жемчуг,16200.0
2013.0,механика,105.0,1.2,передний,24497.0,левый,хэтчбек,бензин,красный,12565.0
2018.0,автомат,110.0,1.6,передний,1.0,левый,хэтчбек,бензин,черный,17847.0
2018.0,автомат,110.0,1.6,передний,1.0,левый,хэтчбек,бензин,белый,16066.0
2018.0,автомат,110.0,1.6,передний,1.0,левый,хэтчбек,бензин,коричневый,16488.0
2001.0,автомат,215.0,3.0,передний,190000.0,правый,универсал,бензин,синий,4000.0
2006.0,механика,75.0,1.6,задний,,левый,седан,бензин,белый,1500.0
2003.0,механика,75.0,1.6,задний,,левый,седан,бензин,белый,95000.0
2003.0,автомат,,2.5,передний,10000.0,левый,внедорожник / пикап,бензин,черный,5000.0
2013.0,типтроник,140.0,1.4,передний,135325.0,левый,хэтчбек,бензин,серый,11387.0
2013.0,типтроник,143.0,2.0,передний,81938.0,левый,хэтчбек,дизель,черный,16309.0
2004.0,автомат,,4.7,полный подключаемый,,левый,внедорожник / пикап,бензин,белый жемчуг,23500.0
2013.0,типтроник,180.0,1.8,постоянный полный,123650.0,левый,универсал,бензин,белый,16109.0
2013.0,типтроник,180.0,1.8,передний,130000.0,левый,хэтчбек,бензин,белый,13223.0
1994.0,механика,136.0,2.0,задний,,левый,седан,бензин,мокрый асфальт,2700.0
2006.0,автомат,3.0,3.0,передний,10000.0,левый,седан,бензин,,15000.0
2003.0,автомат,,2.0,передний,,правый,универсал,бензин,серебряный,5400.0
2003.0,автомат,150.0,2.0,постоянный полный,151000.0,правый,седан,бензин,серебряный,4500.0
2013.0,типтроник,140.0,1.4,передний,116760.0,левый,хэтчбек,бензин,черный,11194.0
2004.0,автомат,155.0,2.0,передний,128000.0,правый,минивэн / бус,бензин,белый,6800.0
1992.0,механика,60.0,1.9,задний,,левый,минивэн / бус,дизель,белый,3500.0
1990.0,механика,75.0,1.8,передний,123456.0,левый,универсал,бензин,серебряный,1428.0
2005.0,автомат,100.0,1.5,передний,,правый,универсал,бензин,,4200.0
2009.0,автомат,405.0,4.8,постоянный полный,117000.0,левый,кроссовер,бензин,белый жемчуг,24000.0
2014.0,автомат,282.0,4.0,постоянный полный,49000.0,левый,внедорожник / пикап,бензин,черный,36000.0
2009.0,автомат,272.0,3.0,постоянный полный,103500.0,левый,кроссовер,бензин,серебряный,15900.0
2003.0,автомат,68.0,1.4,передний,,левый,хэтчбек,бензин,серебряный,4500.0
2000.0,автомат,275.0,4.7,постоянный полный,180000.0,левый,внедорожник / пикап,бензин,черный,11800.0
2006.0,автомат,255.0,3.2,постоянный полный,,левый,седан,бензин,серебряный,9000.0
2003.0,автомат,160.0,2.0,задний,,,седан,бензин,серый,4900.0
2005.0,автомат,,3.0,постоянный полный,,левый,внедорожник / пикап,бензин,,20000.0
2005.0,вариатор,86.0,1.3,передний,200.0,правый,хэтчбек,бензин,белый жемчуг,4700.0
2001.0,автомат,,2.3,,,правый,минивэн / бус,бензин,белый,4.0
1985.0,механика,,1.8,передний,,левый,минивэн / бус,бензин,синий,1685.0
2004.0,,,2.4,,290000.0,левый,седан,бензин,белый,9000.0
2006.0,механика,110.0,1.6,передний,120000.0,левый,седан,бензин,серый,6967.0
2017.0,автомат,349.0,450.0,задний,,левый,седан,бензин,черный,15000.0
2001.0,автомат,220.0,3.0,постоянный полный,134000.0,правый,внедорожник / пикап,бензин,серебряный,7600.0
2006.0,автомат,124.0,1.6,передний,262775.0,левый,седан,бензин,серебряный,7335.0
2003.0,автомат,184.0,2.9,постоянный полный,220000.0,левый,кроссовер,дизель,черный,7400.0
2005.0,автомат,250.0,3.0,постоянный полный,,,кроссовер,бензин,белый жемчуг,11500.0
2007.0,автомат,124.0,1.6,передний,89600.0,левый,седан,бензин,серебряный,7860.0
2004.0,автомат,,1.5,,226700.0,правый,универсал,,золотой,4300.0
2011.0,автомат,124.0,1.6,передний,65000.0,левый,седан,бензин,белый,11962.0
2005.0,автомат,360.0,4.8,постоянный полный,168.0,левый,внедорожник / пикап,бензин,черный,12000.0
1998.0,автомат,,3.0,передний,,правый,минивэн / бус,бензин,темно-синий,1750.0
2005.0,механика,,1.3,передний,,левый,хэтчбек,бензин,золотой,3300.0
2005.0,механика,,1.3,передний,,левый,хэтчбек,бензин,золотой,3300.0
2003.0,автомат,120.0,1.8,передний,200000.0,правый,минивэн / бус,бензин,серый,3800.0
2004.0,автомат,,3.0,задний,,правый,седан,бензин,дипломат,5700.0
2005.0,автомат,268.0,4.7,постоянный полный,290000.0,левый,внедорожник / пикап,бензин,серый,23500.0
2003.0,механика,125.0,1.8,передний,,левый,седан,бензин,черный,2700.0
1989.0,механика,4444444.0,66666666.0,задний,1111111.0,левый,купе,дизель,синий,2857.0
1989.0,механика,4444444.0,66666666.0,задний,1111111.0,левый,купе,дизель,синий,2857.0
2006.0,механика,,0.8,,,левый,хэтчбек,,,2650.0
2001.0,автомат,,1.7,передний,,правый,хэтчбек,бензин,серебряный,3300.0
1984.0,механика,115.0,2.0,передний,,левый,седан,бензин,серый,842.0
2004.0,вариатор,,8.0,передний,150000.0,левый,хэтчбек,бензин,красный,2285.0
2004.0,вариатор,,8.0,передний,150000.0,левый,хэтчбек,бензин,красный,2285.0
2005.0,автомат,231.0,3.0,постоянный полный,222.0,левый,кроссовер,дизель,черный,8900.0
2001.0,механика,22.0,2.2,задний,,,седан,бензин,бордовый,5200.0
2003.0,автомат,,4.7,полный подключаемый,,левый,внедорожник / пикап,газ-бензин,серый,20000.0
1990.0,автомат,136.0,2.3,задний,,левый,седан,бензин,золотой,3299.0
2005.0,автомат,204.0,3.0,постоянный полный,185000.0,левый,кроссовер,бензин,голубой,11800.0
2018.0,,,,,,,седан,,,28.0
2002.0,механика,150.0,2.0,постоянный полный,,левый,кроссовер,бензин,серый,6999.0
2000.0,автомат,135.0,2.0,передний,1500000.0,левый,минивэн / бус,бензин,черный,5200.0
2017.0,автомат,122.0,1.6,передний,,левый,седан,бензин,белый,17777.0
1994.0,механика,192.0,2.5,задний,,левый,седан,бензин,серебряный,3500.0
2003.0,автомат,286.0,4.4,постоянный полный,,левый,внедорожник / пикап,бензин,белый,7777.0
2003.0,автомат,2.0,2.2,передний,,левый,минивэн / бус,дизель,серый,9500.0
2001.0,автомат,156.0,2.0,передний,179456.0,правый,минивэн / бус,бензин,белый жемчуг,2800.0
1992.0,механика,133.0,2.3,передний,155000.0,левый,седан,бензин,черный,2700.0
2000.0,механика,12500000.0,2.5,передний,,левый,седан,бензин,серебряный,2428.0
2000.0,автомат,,2.0,постоянный полный,200.0,правый,минивэн / бус,бензин,мокрый асфальт,4500.0
1998.0,автомат,150.0,1.8,передний,1.0,левый,седан,бензин,бордовый,2500.0
1970.0,механика,,2.5,задний,,левый,седан,бензин,белый,1240.0
1994.0,механика,180.0,2.0,передний,180.0,левый,седан,бензин,зеленый,1857.0
2004.0,автомат,2500.0,,задний,180.0,правый,седан,бензин,серебряный,4000.0
2000.0,механика,,2.5,задний,,левый,внедорожник / пикап,дизель,синий,4714.0
2003.0,автомат,190.0,2.4,передний,195.0,правый,седан,бензин,морская волна,6200.0
2002.0,автомат,220.0,3.0,передний,,правый,минивэн / бус,бензин,золотой,4900.0
2002.0,автомат,215.0,2.5,задний,220.0,правый,седан,бензин,темно-синий,3300.0
2002.0,механика,75.0,1.6,задний,,левый,седан,бензин,баклажан,1142.0
2004.0,автомат,150.0,2.0,полный подключаемый,,правый,кроссовер,бензин,серебряный,6500.0
2003.0,автомат,223.0,3.0,постоянный полный,174.0,левый,кроссовер,бензин,белый,10800.0
1998.0,автомат,224.0,3.2,задний,167.0,левый,седан,бензин,серебряный,6400.0
2010.0,автомат,367.0,5.7,постоянный полный,116000.0,левый,внедорожник / пикап,бензин,черный,44000.0
2003.0,автомат,178.0,2.3,передний,,правый,универсал,бензин,,3500.0
2009.0,автомат,249.0,3.0,задний,114000.0,,седан,бензин,серебряный,16500.0
2002.0,автомат,220.0,,передний,160000.0,,седан,бензин,черный,3800.0
2007.0,автомат,276.0,3.5,постоянный полный,130000.0,левый,кроссовер,бензин,серый,18000.0
2006.0,типтроник,249.0,3.5,задний,170000.0,левый,седан,бензин,бежевый,7500.0
2000.0,механика,163.0,2.0,задний,250000.0,левый,седан,бензин,серебряный,4000.0
2007.0,типтроник,,2.0,постоянный полный,180000.0,левый,седан,газ-бензин,мокрый асфальт,10000.0
2005.0,механика,150.0,2.0,постоянный полный,240.0,левый,кроссовер,газ-бензин,мокрый асфальт,8500.0
2006.0,автомат,238.0,4.7,постоянный полный,140000.0,левый,внедорожник / пикап,бензин,серый,20700.0
2015.0,автомат,150.0,2.0,передний,42000.0,левый,седан,бензин,коричневый,27250.0
1992.0,автомат,105.0,2.2,постоянный полный,,,минивэн / бус,дизель,,1571.0
2001.0,автомат,165.0,2.5,передний,230000.0,правый,минивэн / бус,бензин,вишневый,2500.0
2003.0,автомат,160.0,2.4,передний,55.0,правый,минивэн / бус,бензин,бирюзовый,4800.0
2005.0,автомат,360.0,4.8,постоянный полный,192.0,левый,кроссовер,бензин,черный,9200.0
1996.0,механика,,2900.0,задний,420000.0,левый,минивэн / бус,дизель,белый,9500.0
2002.0,автомат,215.0,3.0,передний,,правый,седан,бензин,черный,5800.0
2003.0,механика,165.0,2.5,постоянный полный,,левый,кроссовер,бензин,,5500.0
2003.0,автомат,,2.0,постоянный полный,,правый,седан,бензин,серебряный,4400.0
2004.0,автомат,,4.0,,132211.0,левый,внедорожник / пикап,бензин,черный,17500.0
2007.0,автомат,,6.2,постоянный полный,120000.0,левый,кроссовер,бензин,черный,16500.0
2003.0,автомат,75.0,1.5,передний,100225.0,,хэтчбек,бензин,белый,3200.0
2003.0,автомат,75.0,1.5,передний,100225.0,,хэтчбек,бензин,белый,3200.0
2008.0,автомат,409.0,6.2,постоянный полный,69500.0,левый,внедорожник / пикап,бензин,,18500.0
1999.0,,147.0,2.0,передний,240000.0,,седан,,серебряный,2000.0
2012.0,автомат,296.0,4.6,постоянный полный,143500.0,левый,внедорожник / пикап,бензин,белый,34999.0
2003.0,автомат,260.0,2.0,постоянный полный,,правый,универсал,бензин,черный,5900.0
2013.0,автомат,277.0,3.5,постоянный полный,35999.0,левый,кроссовер,бензин,черный,34999.0
2008.0,автомат,380.0,4.6,задний,120000.0,левый,седан,бензин,черный,12330.0
2015.0,автомат,238.0,2.0,постоянный полный,60087.0,левый,кроссовер,бензин,коричневый,34764.0
2014.0,автомат,238.0,2.0,постоянный полный,42177.0,левый,кроссовер,бензин,серый,35200.0
2007.0,автомат,,4200.0,,1.0,левый,внедорожник / пикап,,черный,924.0
2006.0,автомат,276.0,3.5,постоянный полный,201900.0,левый,кроссовер,бензин,черный,13223.0
1998.0,автомат,116.0,1.8,задний,,левый,седан,бензин,белый жемчуг,3800.0
2015.0,автомат,238.0,2.0,постоянный полный,76346.0,левый,кроссовер,бензин,коричневый,34608.0
2003.0,автомат,200.0,2.5,постоянный полный,252458.0,правый,седан,бензин,белый,4000.0
2001.0,механика,129.0,2.0,полный подключаемый,,левый,кроссовер,бензин,серый,5000.0
2006.0,автомат,276.0,3.5,постоянный полный,156000.0,левый,кроссовер,бензин,серебряный,13363.0
2016.0,автомат,184.0,2.5,передний,15300.0,левый,седан,бензин,серебряный,34777.0
1989.0,механика,1781.0,1.8,передний,,левый,хэтчбек,бензин,зеленый,928.0
2015.0,автомат,238.0,2.0,постоянный полный,24364.0,левый,кроссовер,бензин,серый,34468.0
1998.0,автомат,150.0,2.7,постоянный полный,,правый,внедорожник / пикап,бензин,серебряный,7500.0
2012.0,вариатор,249.0,3.5,полный подключаемый,81150.0,левый,кроссовер,бензин,белый,34390.0
2006.0,вариатор,210.0,3.3,постоянный полный,265000.0,левый,кроссовер,газ-бензин,серебряный,13551.0
2002.0,автомат,150.0,2.2,задний,267700.0,левый,седан,дизель,,7800.0
2016.0,автомат,184.0,2.5,передний,40274.0,левый,седан,бензин,белый,34031.0
2007.0,автомат,276.0,3.5,постоянный полный,137000.0,левый,кроссовер,бензин,серебряный,13888.0
2015.0,автомат,238.0,2.0,постоянный полный,58596.0,левый,кроссовер,бензин,белый,33999.0
2013.0,автомат,370.0,4.6,постоянный полный,115051.0,левый,седан,бензин,черный,33984.0
2007.0,автомат,276.0,3.5,постоянный полный,196000.0,левый,кроссовер,бензин,черный,14200.0
2014.0,вариатор,155.0,2.5,постоянный полный,94000.0,левый,кроссовер,газ-бензин,черный,33990.0
2014.0,автомат,277.0,3.5,постоянный полный,74580.0,левый,кроссовер,бензин,черный,33204.0
2007.0,автомат,276.0,3.5,постоянный полный,153001.0,левый,кроссовер,бензин,черный,14253.0
2002.0,автомат,,13.0,,,правый,седан,бензин,серебряный,10.0
2015.0,автомат,188.0,2.7,передний,54385.0,левый,кроссовер,бензин,коричневый,33203.0
2000.0,автомат,224.0,3.2,задний,,левый,седан,бензин,серебряный,8500.0
2014.0,автомат,277.0,3.5,постоянный полный,53799.0,левый,кроссовер,бензин,черный,33141.0
2007.0,автомат,380.0,4.6,задний,190410.0,левый,седан,бензин,черный,14472.0
2015.0,автомат,238.0,2.0,постоянный полный,32000.0,левый,кроссовер,бензин,черный,33333.0
2007.0,вариатор,210.0,3.3,постоянный полный,177602.0,левый,кроссовер,газ-бензин,черный,16200.0
2014.0,автомат,277.0,3.5,постоянный полный,56318.0,левый,кроссовер,бензин,белый,33500.0
2006.0,автомат,234.0,4.7,постоянный полный,252045.0,левый,внедорожник / пикап,бензин,черный,19155.0
2003.0,автомат,204.0,3.0,постоянный полный,,левый,кроссовер,бензин,серебряный,10900.0
2006.0,автомат,288.0,4.3,задний,74346.0,левый,кабриолет,бензин,серебряный,20731.0
1995.0,автомат,141.0,2.0,передний,140000.0,правый,кроссовер,бензин,зеленый,2500.0
2008.0,автомат,380.0,4.6,задний,137000.0,левый,седан,бензин,серебряный,14440.0
2008.0,автомат,276.0,3.5,постоянный полный,282979.0,левый,кроссовер,бензин,красный,15252.0
2008.0,автомат,207.0,2.5,постоянный полный,150056.0,левый,седан,бензин,белый,15658.0
2007.0,автомат,,3.0,задний,130000.0,,седан,бензин,серебряный,12700.0
2011.0,вариатор,99.0,1.8,передний,198748.0,левый,хэтчбек,,черный,15970.0
1988.0,механика,,2.0,,,левый,седан,бензин,белый,1071.0
2011.0,автомат,307.0,3.5,постоянный полный,144000.0,левый,седан,бензин,белый,17555.0
2004.0,автомат,165.0,2.7,задний,,левый,внедорожник / пикап,дизель,серебряный,7500.0
2011.0,вариатор,99.0,1.8,передний,120329.0,левый,хэтчбек,,белый,16033.0
2002.0,механика,131.0,2.0,передний,270000.0,левый,седан,бензин,серый,3300.0
2002.0,механика,,1.2,передний,123556.0,левый,хэтчбек,бензин,синий,2100.0
2011.0,автомат,249.0,3.0,задний,122216.0,левый,седан,бензин,серый,16035.0
2004.0,автомат,258.0,3.0,задний,190000.0,левый,седан,бензин,черный,6500.0
2006.0,автомат,277.0,3.5,передний,142000.0,левый,седан,бензин,серебряный,11000.0
,механика,,,задний,,левый,,бензин,,1428.0
1998.0,автомат,235.0,4.7,постоянный полный,195.0,левый,внедорожник / пикап,газ-бензин,черный,14500.0
2010.0,автомат,307.0,3.5,постоянный полный,150447.0,левый,седан,бензин,черный,16200.0
2000.0,автомат,193.0,2.8,задний,200000.0,левый,седан,бензин,серый,4800.0
2015.0,вариатор,151.0,2.0,постоянный полный,31202.0,левый,кроссовер,бензин,черный,33050.0
2011.0,автомат,305.0,3.5,задний,167000.0,левый,седан,бензин,серебряный,16500.0
2002.0,механика,115.0,1.8,передний,,левый,универсал,дизель,темно-синий,2400.0
2008.0,вариатор,394.0,5.0,постоянный полный,151000.0,левый,седан,,черный,16501.0
2009.0,автомат,423.0,5.0,задний,98000.0,,седан,бензин,белый,17422.0
2013.0,вариатор,249.0,3.5,полный подключаемый,106804.0,левый,кроссовер,газ-бензин,коричневый,32777.0
1999.0,автомат,102.0,1.6,передний,,,хэтчбек,бензин,серебряный,2500.0
2009.0,автомат,367.0,5.7,постоянный полный,172174.0,левый,внедорожник / пикап,бензин,черный,32578.0
2011.0,автомат,249.0,3.0,задний,125187.0,левый,седан,бензин,серый,17594.0
2014.0,вариатор,197.0,2.5,постоянный полный,70000.0,левый,кроссовер,газ-бензин,серебряный,32665.0
2015.0,автомат,238.0,2.0,постоянный полный,90070.0,левый,кроссовер,бензин,черный,32438.0
2008.0,вариатор,210.0,3.3,постоянный полный,107000.0,левый,кроссовер,газ-бензин,черный,17999.0
1999.0,механика,100.0,1.4,передний,226500.0,правый,хэтчбек,бензин,серый,1428.0
2002.0,механика,101.0,1.6,передний,,левый,седан,бензин,синий,4000.0
2016.0,вариатор,151.0,2.0,передний,27900.0,левый,кроссовер,бензин,белый,32333.0
2002.0,автомат,203.0,3.0,постоянный полный,158000.0,правый,кроссовер,бензин,черный,4200.0
2011.0,автомат,208.0,2.5,задний,140498.0,левый,седан,бензин,красный,18156.0
2003.0,механика,140.0,1.8,передний,200000.0,левый,универсал,бензин,серебряный,3300.0
2003.0,автомат,97.0,1.4,передний,230.0,правый,седан,бензин,серебряный,5300.0
2003.0,механика,182.0,3.3,полный подключаемый,150000.0,левый,внедорожник / пикап,бензин,серебряный,5500.0
2002.0,автомат,147.0,2.0,передний,115000.0,правый,хэтчбек,бензин,черный,3400.0
1994.0,автомат,,2200.0,задний,,левый,седан,бензин,коричневый,3400.0
2001.0,вариатор,,1.3,передний,,правый,универсал,бензин,красный,3300.0
2002.0,автомат,,13.0,передний,,правый,хэтчбек,бензин,серебряный,1234.0
1985.0,механика,,1.0,,,,седан,,,75000.0
2003.0,,,2.0,,,правый,универсал,,,4300.0
1982.0,механика,777.0,2.5,задний,,левый,седан,дизель,серебряный,2000.0
1982.0,механика,777.0,2.5,задний,,левый,седан,дизель,серебряный,2000.0
2011.0,автомат,296.0,4.6,постоянный полный,153568.0,левый,внедорожник / пикап,бензин,серый,31970.0
2005.0,автомат,228.0,3.3,передний,,левый,седан,газ-бензин,серебряный,11000.0
2010.0,автомат,367.0,5.7,постоянный полный,121500.0,левый,внедорожник / пикап,бензин,золотой,31800.0
2010.0,автомат,306.0,3.0,постоянный полный,160000.0,левый,кроссовер,бензин,мокрый асфальт,21000.0
2004.0,автомат,231.0,3.0,постоянный полный,,левый,кроссовер,бензин,черный,8500.0
2000.0,автомат,224.0,3.2,задний,115555.0,,седан,бензин,серебряный,12200.0
2012.0,автомат,367.0,5.7,постоянный полный,80000.0,левый,внедорожник / пикап,бензин,черный,50000.0
2016.0,вариатор,151.0,2.0,передний,17120.0,левый,кроссовер,бензин,серый,32000.0
2009.0,автомат,277.0,3.5,полный подключаемый,,левый,кроссовер,бензин,белый,25500.0
2013.0,вариатор,99.0,1.8,передний,67234.0,левый,хэтчбек,,красный,18842.0
2010.0,автомат,277.0,3.5,полный подключаемый,,левый,кроссовер,бензин,черный,25400.0
2011.0,автомат,296.0,4.6,постоянный полный,119000.0,левый,внедорожник / пикап,бензин,черный,31549.0
2007.0,автомат,272.0,3.5,задний,21800.0,левый,седан,бензин,белый,16700.0
1995.0,автомат,231.0,3.2,задний,,левый,седан,бензин,серебряный,6000.0
2004.0,автомат,500.0,5.4,задний,138000.0,левый,седан,бензин,черный,17000.0
1995.0,автомат,230.0,5.2,постоянный полный,220000.0,левый,внедорожник / пикап,газ-бензин,черный,2199.0
2005.0,автомат,306.0,5.0,задний,,левый,седан,бензин,черный,8800.0
2015.0,автомат,181.0,2.5,передний,50000.0,левый,седан,бензин,черный,22800.0
2010.0,вариатор,394.0,5.0,постоянный полный,62342.0,левый,седан,,черный,19777.0
2015.0,автомат,184.0,2.5,передний,47908.0,левый,седан,бензин,серый,31500.0
2015.0,автомат,150.0,2.0,передний,7767.0,левый,седан,бензин,синий,31486.0
2009.0,автомат,277.0,3.5,полный подключаемый,122297.0,левый,кроссовер,бензин,красный,19389.0
2008.0,автомат,170.0,2.4,полный подключаемый,128800.0,левый,кроссовер,бензин,золотой,12900.0
2011.0,автомат,277.0,3.5,полный подключаемый,238213.0,левый,кроссовер,бензин,бежевый,20200.0
2015.0,автомат,184.0,2.5,передний,55757.0,левый,седан,бензин,белый,31361.0
2016.0,автомат,184.0,2.5,передний,43548.0,левый,седан,бензин,черный,31330.0
2001.0,автомат,165.0,3.2,полный подключаемый,,левый,универсал,дизель,синий,7000.0
2011.0,автомат,188.0,2.7,передний,91226.0,левый,кроссовер,бензин,белый,20333.0
2011.0,автомат,296.0,4.6,постоянный полный,130611.0,левый,внедорожник / пикап,бензин,серый,31190.0
2016.0,вариатор,151.0,2.0,передний,11339.0,левый,кроссовер,бензин,коричневый,31175.0
2010.0,автомат,296.0,4.6,постоянный полный,84759.0,левый,внедорожник / пикап,бензин,белый,31174.0
1995.0,автомат,150.0,2.0,задний,,левый,купе,бензин,черный,2000.0
2009.0,автомат,277.0,3.5,полный подключаемый,103000.0,левый,кроссовер,бензин,серый,20575.0
2012.0,автомат,296.0,4.6,постоянный полный,102281.0,левый,внедорожник / пикап,бензин,белый,30878.0
2002.0,автомат,213.0,3.0,передний,,левый,седан,бензин,серебряный,8000.0
2013.0,автомат,184.0,2.5,передний,119285.0,левый,седан,бензин,черный,20777.0
2015.0,вариатор,151.0,2.0,постоянный полный,43500.0,левый,кроссовер,бензин,золотой,30888.0
2009.0,автомат,277.0,3.5,полный подключаемый,115714.0,левый,кроссовер,бензин,серый,20965.0
2013.0,автомат,184.0,2.5,передний,121354.0,левый,седан,бензин,коричневый,21121.0
2013.0,автомат,277.0,3.5,постоянный полный,87500.0,левый,кроссовер,бензин,черный,31333.0
2014.0,автомат,277.0,3.5,постоянный полный,127116.0,левый,кроссовер,бензин,белый,30643.0
2012.0,автомат,184.0,2.5,передний,87262.0,левый,седан,бензин,черный,21555.0
2002.0,автомат,,2.0,передний,260000.0,правый,универсал,бензин,серебряный,3200.0
2010.0,автомат,277.0,3.5,полный подключаемый,143242.0,левый,кроссовер,бензин,серый,21777.0
2009.0,автомат,277.0,3.5,полный подключаемый,84249.0,левый,кроссовер,бензин,черный,21512.0
2016.0,автомат,150.0,2.0,передний,18776.0,левый,седан,бензин,белый,29000.0
2005.0,механика,147.0,2.0,передний,191225.0,,седан,бензин,серый,4444.0
2009.0,вариатор,249.0,3.5,полный подключаемый,171533.0,левый,кроссовер,бензин,белый,21999.0
2006.0,автомат,,3.0,,81000.0,левый,седан,бензин,серебряный,11000.0
2009.0,автомат,277.0,3.5,полный подключаемый,94000.0,левый,кроссовер,бензин,белый,22333.0
2003.0,автомат,,,передний,130000.0,правый,седан,бензин,серебряный,6200.0
2011.0,автомат,277.0,3.5,полный подключаемый,167152.0,левый,кроссовер,бензин,белый,21980.0
1994.0,автомат,130.0,3.0,постоянный полный,330000.0,правый,внедорожник / пикап,дизель,дипломат,4000.0
2013.0,вариатор,99.0,1.8,передний,73874.0,левый,хэтчбек,,коричневый,22261.0
2016.0,автомат,181.0,2.5,передний,40000.0,левый,седан,бензин,черный,26000.0
2013.0,автомат,188.0,2.7,передний,75000.0,левый,кроссовер,бензин,белый,31000.0
1998.0,автомат,150.0,2.3,передний,,правый,минивэн / бус,бензин,черный,2142.0
2005.0,автомат,,3.2,задний,140.0,левый,седан,бензин,черный,6700.0
2001.0,автомат,354.0,5.4,задний,,левый,седан,бензин,серебряный,14000.0
1998.0,механика,,2.9,задний,,левый,минивэн / бус,дизель,белый,4900.0
2002.0,автомат,220.0,3.0,постоянный полный,,правый,седан,бензин,синий,4200.0
2015.0,автомат,249.0,3.5,передний,71000.0,левый,седан,бензин,черный,25500.0
1990.0,механика,,3.0,полный подключаемый,,левый,внедорожник / пикап,дизель,черный,9800.0
1991.0,механика,75.0,1.8,передний,,левый,седан,бензин,,1800.0
2008.0,автомат,124.0,1.6,передний,54000.0,левый,хэтчбек,бензин,серебряный,8600.0
2002.0,механика,114.0,2.2,полный подключаемый,,левый,кроссовер,дизель,черный,7000.0
2004.0,вариатор,,,передний,,левый,хэтчбек,бензин,красный,2200.0
1998.0,механика,,2.9,задний,350000.0,левый,минивэн / бус,дизель,зеленый,6700.0
2005.0,автомат,152.0,2.4,передний,,левый,седан,газ-бензин,серый,10000.0
1998.0,автомат,279.0,4.3,задний,,левый,седан,бензин,мокрый асфальт,5200.0
2004.0,типтроник,231.0,3.0,задний,211000.0,левый,седан,бензин,черный,9500.0
